Record,Longitude,Latitude,Station,Depth,Date,GMT,SST,SSS,Chla,Phaeophytin ,NH4,PO4,NO3+NO2,NO2,NO3,Si
6473,-80.5311,24.8981,UK_OFF,0,6/1/15,21:43,27.929,36.388,0.178,0.022,0.1,0.007,9.177,0.626,8.551,0.288
6474,-80.5465,24.9209,UK_MID,0,6/1/15,21:54,28.094,36.363,0.245,0.033,0.177,0.019,0.774,0.046,0.728,0.537
6475,-80.5652,24.9352,UK_IN,0,6/1/15,22:02,28.829,36.533,0.174,0.04,0.866,0.013,0.791,0.054,0.737,0
6476,-80.7549,24.8159,7,0,6/1/15,23:32,29.167,37.055,0.225,0.058,0.295,0.006,0.607,0.058,0.549,1.136
6477,-80.7409,24.7912,8,0,6/1/15,23:54,28.572,36.595,0.249,0.027,0.454,0.013,1.192,0.092,1.1,0.262
6478,-80.724,24.7619,9,0,6/2/15,0:11,28.002,36.409,0.147,0.007,1.194,0.009,8.211,0.584,7.627,0.16
6479,-80.689,24.717,9.5,0,6/2/15,0:48,27.808,36.387,0.016,0,1.121,0.045,9.095,0.599,8.496,0.301
6480,-80.8332,24.7129,12,0,6/2/15,2:15,28.024,36.047,0.195,0.014,0.867,0.007,0.32,0.02,0.3,0.111
6481,-80.8464,24.7535,11,0,6/2/15,2:45,28.597,36.673,,,0.731,0.014,3.792,0.293,3.499,0.492
6482,-80.8672,24.7848,10,0,6/2/15,3:03,29.238,37.069,0.499,0.108,1.808,0.019,1.153,0.094,1.059,3.407
6483,-81.0299,24.7014,13,0,6/2/15,4:32,29.082,36.771,0.219,0.061,1.869,0,8.642,0.679,7.963,1.712
6484,-81.0232,24.675,14,0,6/2/15,4:49,28.498,36.59,0.237,0.034,1.883,0.011,0.621,0.037,0.584,1.248
6485,-81.0171,24.6431,15,0,6/2/15,5:06,27.847,36.394,0.159,0.019,1.79,0.007,0.299,0.012,0.287,0.722
6486,-80.9913,24.592,15.5,0,6/2/15,5:40,27.673,36.368,0.109,0.007,1.914,0.014,0.191,0.009,0.182,0.076
6488,-81.1848,24.5983,18,0,6/2/15,7:31,27.716,36.391,0.163,0.001,2.126,0.014,0.043,0,0.043,0.095
6489,-81.1951,24.6403,17,0,6/2/15,8:06,28.504,36.731,0.216,0.025,1.555,0.01,0.381,0.045,0.336,2.497
6490,-81.206,24.6741,16,0,6/2/15,8:31,28.618,37.739,0.215,0.149,2.096,0,2.419,0.194,2.225,4.489
6491,-81.4199,24.6091,19,0,6/2/15,10:30,28.504,36.879,0.252,0.11,1.838,0,1.233,0.108,1.125,1.545
6492,-81.4184,24.5729,20,0,6/2/15,10:50,28.19,36.731,0.06,0,1.686,0.008,0.413,0.025,0.388,2.352
6493,-81.4159,24.5364,21,0,6/2/15,11:21,27.814,36.402,0.219,0.042,1.771,0,0.464,0.023,0.441,0.171
6494,-81.3914,24.4831,21.5,0,6/2/15,12:18,27.597,36.381,0.138,0.006,1.207,0.008,0.479,0.028,0.451,0.152
6495,-81.7127,24.4766,WS,0,6/2/15,14:21,27.778,36.397,0.243,0.026,1.379,0.002,0.828,0.049,0.779,0.449
6496,-81.829,24.3964,22.5,0,6/2/15,15:39,27.501,36.373,0.156,0.017,1.159,0,0.406,0.015,0.391,0
6497,-81.8285,24.4571,22,0,6/2/15,16:05,27.71,36.375,0.231,0.012,1.551,0.011,0.625,0.024,0.601,0.362
6498,-81.8245,24.4874,23,0,6/2/15,16:18,28.198,36.597,0.472,0.033,1.804,0.034,0.87,0.054,0.816,2.065
6499,-81.8289,24.537,24,0,6/2/15,16:40,28.713,36.965,0.746,0.18,1.526,0.009,1.842,0.125,1.717,3.347
6547,-80.1247,25.6448,1,0,7/27/15,12:20,30.153,36.816,0.378,0.1,,,,,,
6548,-80.104,25.6407,2,0,7/27/15,12:33,30.098,36.646,0.457,0.073,,,,,,
6549,-80.0805,25.645,3,0,7/27/15,12:53,30.366,35.576,0.369,0.056,,,,,,
6550,-80.2224,25.3352,EK_IN,0,7/27/15,15:42,30.284,36.851,0.387,0.059,,,,,,
6551,-80.1938,25.3145,EK_MID,0,7/27/15,15:56,29.803,35.9,0.551,0.012,,,,,,
6552,-80.1631,25.2947,EK_OFF,0,7/27/15,16:15,30.495,35.699,0.224,0.031,0,0.04,1.328,0.114,1.214,0.397
6553,-80.3803,25.1076,4,0,7/27/15,18:30,30.312,36.368,0.336,0.01,0,0.059,0.18,0.005,0.175,1.434
6554,-80.3526,25.0957,5,0,7/27/15,18:47,30.326,35.693,0.344,0.028,0.274,0.013,0.288,0.023,0.265,0.55
6555,-80.3323,25.0796,5.5,0,7/27/15,18:58,30.82,35.797,0.19,0.018,0,0.018,1.821,0.184,1.637,0
6556,-80.3153,25.0643,6,0,7/27/15,19:07,30.754,35.853,0.241,0.025,0,0.017,0.537,0.029,0.508,0.281
6557,-80.2865,25.0484,6.5,0,7/27/15,19:34,30.97,35.6,0.219,0.029,0.029,0.066,0.012,0,0.012,0.42
6558,-80.3797,25.0064,MR,0,7/27/15,20:45,31.016,35.895,0.278,0.003,0.25,0.04,0.389,0.02,0.369,0.491
6559,-80.5302,24.8982,UK_OFF,0,7/27/15,22:43,30.994,36.327,0.35,0.041,0,0.014,0.489,0.043,0.446,2.444
6560,-80.543,24.9196,UK_MID,0,7/27/15,22:55,30.89,36.484,0.36,0.012,0,0.027,0.264,0.014,0.25,0.862
6561,-80.5642,24.9354,UK_IN,0,7/27/15,23:05,31.141,37.294,0.322,0.039,0,0.039,0.286,0.018,0.268,3.178
6562,-80.7535,24.8158,7,0,7/28/15,0:43,30.68,38.77,0.869,0.046,0,0.005,0.298,0.034,0.264,15.186
6563,-80.7415,24.792,8,0,7/28/15,1:04,30.867,36.702,0.239,0.003,0,0.012,0.108,0,0.108,3.831
6564,-80.722,24.7612,9,0,7/28/15,1:23,30.738,35.69,0.123,0.002,0,0.024,0,0,0,0.626
6565,-80.6888,24.7152,9.5,0,7/28/15,2:02,30.609,35.396,0.232,0.002,0,0.014,7.377,0.74,6.637,0.732
6569,-80.8334,24.7155,12,0,7/28/15,8:49,30.18,34.787,0.072,0.015,0,0.009,0.439,0.017,0.422,0.417
6570,-80.8466,24.7535,11,0,7/28/15,9:12,30.542,36.439,0.443,0.005,0,0.918,0.572,0.222,0.35,1.428
6571,-80.8619,24.7887,10,0,7/28/15,9:34,30.32,39.04,0.508,0.175,0,0.238,0.875,0.103,0.772,16.659
6572,-81.0284,24.7017,13,0,7/28/15,11:20,30.491,36.549,0.535,0.007,0.097,0.052,0.105,0.001,0.104,2.309
6573,-81.0236,24.6753,14,0,7/28/15,11:34,30.285,35.929,0.375,0.039,0,0.02,0.111,0,0.111,1.019
6574,-81.0167,24.6419,15,0,7/28/15,11:58,30.537,36.084,0.406,0.055,0,0,0.216,0.002,0.214,2.386
6575,-80.9903,24.5928,15.5,0,7/28/15,12:40,30.24,34.72,0.377,0.006,0,0.001,0.021,0,0.021,0.617
6576,-81.2017,24.6689,16,0,7/28/15,14:57,30.776,37.59,0.665,0.108,0,0.032,0.426,0.056,0.37,6.462
6577,-81.1927,24.6328,17,0,7/28/15,15:22,30.791,35.836,0.41,0,0,0,0.39,0.019,0.371,1.161
6578,-81.1844,24.596,18,0,7/28/15,15:45,30.58,35.854,0.388,0.01,0,0,0.252,0.008,0.244,0.949
6579,-81.422,24.6063,19,0,7/28/15,17:37,31.312,37.843,0.425,0.091,0,0,0.911,0.08,0.831,4.529
6580,-81.4186,24.5754,20,0,7/28/15,17:49,31.879,36.54,0.465,0,0,0.029,0.09,0.002,0.088,1.001
6581,-81.4127,24.5385,21,0,7/28/15,18:30,30.765,36.268,0.436,0,0,0.056,0.037,0,0.037,0.494
6582,-81.3868,24.4843,21.5,0,7/28/15,19:07,30.545,33.66,0.145,0.007,0,0.049,0.414,0.011,0.403,0.014
6583,-81.709,24.4748,WS,0,7/28/15,22:46,30.941,35.597,0.511,0.002,0,0.06,4.533,0.481,4.052,0.937
6584,-81.8292,24.4557,22,0,7/29/15,0:29,30.812,35.757,0.436,0.018,0,0.581,0.402,0.119,0.283,0.856
6585,-81.8287,24.4876,23,0,7/29/15,0:57,31.583,36.715,0.54,0.104,0,0.037,0.202,0.021,0.181,3.391
6586,-81.8277,24.5381,24,0,7/29/15,1:19,30.942,36.852,0.632,0.052,0,0.006,0.127,0.015,0.112,5.111
6633,-80.1271,25.6445,1,0,9/21/15,13:01,29.64,33.676,0.595,0.065,0,0.047,1.173,0.131,1.042,2.734
6634,-80.1029,25.642,2,0,9/21/15,13:14,30.02,34.109,0.653,0.01,0.122,0.035,0.718,0.048,0.67,3.341
6635,-80.0797,25.6454,3,0,9/21/15,13:30,30.014,34.404,0.631,0.053,0,0.04,0.4,0.045,0.355,0.962
6636,-80.2235,25.334,EK_IN,0,9/21/15,16:05,30.193,33.937,0.605,0.019,0,0.015,0.316,0.062,0.254,1.314
6637,-80.1933,25.3139,EK_MID,0,9/21/15,16:21,30.178,33.948,0.628,0.002,0,0.034,0.235,0.034,0.201,1.367
6638,-80.1617,25.2941,EK_OFF,0,9/21/15,16:36,30.802,34.154,0.215,0.012,0,0.034,0.141,0.02,0.121,0
6639,-80.3803,25.1082,4,0,9/21/15,18:41,31.654,33.633,0.532,0.028,0,0.025,0.186,0.063,0.123,1.32
6640,-80.354,25.0935,5,0,9/21/15,18:54,31.68,33.91,0.572,0.002,0,0.042,0.133,0.025,0.108,1.598
6641,-80.3343,25.0795,5.5,0,9/21/15,19:03,30.932,34.173,0.524,0,0,0.035,0.054,0.011,0.043,0.46
6642,-80.3153,25.0643,6,0,9/21/15,19:15,31.47,34.485,0.222,0.009,0,0.07,0.02,0.02,0,0
6643,-80.2856,25.0486,6.5,0,9/21/15,19:28,31.202,34.248,0.17,0.003,0,0.048,0.148,0.034,0.114,0
6644,-80.3818,25.0006,MR,0,9/21/15,20:21,30.667,34.455,0.261,0,0,0.055,0.212,0.009,0.203,0.055
6645,-80.5309,24.8982,UK_OFF,0,9/21/15,22:10,31.744,34.558,0.366,0.016,0,0.049,0.061,0.004,0.057,1.013
6646,-80.5463,24.9209,UK_MID,0,9/21/15,22:22,31.694,34.146,0.56,0,0,0.043,0.025,0.013,0.012,1.13
6647,-80.5696,24.9383,UK_IN,0,9/21/15,22:33,31.182,33.831,0.487,0.041,0,0.05,0.445,0.084,0.361,1.264
6648,-80.7531,24.8186,7,0,9/22/15,0:04,30.56,36.521,0.661,0.088,0,0.039,0.256,0.047,0.209,3.23
6649,-80.7409,24.7903,8,0,9/22/15,0:39,31.017,34.616,0.69,0.034,0,0.066,0.088,0.038,0.05,2.167
6650,-80.7172,24.7604,9,0,9/22/15,1:19,30.935,34.593,0.292,0.004,0,0.038,0.032,0.009,0.023,0.154
6651,-80.6873,24.7144,9.5,0,9/22/15,1:57,30.739,34.52,0.195,0.006,0,0.012,0.05,0.002,0.048,0
6652,-80.8326,24.7464,12,0,9/22/15,3:17,30.705,34.683,0.331,0.036,0,0.052,0.313,0.008,0.305,0.618
6653,-80.8466,24.7528,11,0,9/22/15,3:44,30.79,34.602,0.463,0.008,0,0.036,0.011,0.008,0.003,2.317
6654,-80.8609,24.7883,10,0,9/22/15,4:03,30.39,36.458,0.37,0.071,0,0.044,0.386,0.099,0.287,3.86
6655,-81.0304,24.702,13,0,9/22/15,5:24,30.749,34.603,0.514,0.067,0,0.055,0.7,0.137,0.563,3.467
6656,-81.0232,24.6759,14,0,9/22/15,5:35,31.034,34.882,0.379,0.016,0,0.107,0.161,0.032,0.129,2.766
6657,-81.0013,24.6436,15,0,9/22/15,5:49,30.883,34.756,0.306,0,0,0.048,0.008,0.008,0,0.13
6658,-80.9913,24.5924,15.5,0,9/22/15,6:12,31.012,34.694,0.201,0.007,0,0.052,0,0,0,0
6659,-81.182,24.6029,18,0,9/22/15,7:54,30.584,34.733,0.324,0.029,0.27,0.042,0.01,0.01,0,0.202
6660,-81.1932,24.6346,17,0,9/22/15,8:15,30.714,34.966,0.412,0.044,0,0.027,0.163,0.054,0.109,1.519
6661,-81.2033,24.6733,16,0,9/22/15,8:31,30.534,35.962,0.404,0.158,0,0.002,0.216,0.052,0.164,2.736
6662,-81.4209,24.6095,19,0,9/22/15,10:00,30.253,35.013,0.57,0.01,0,0.027,0.092,0.037,0.055,3.394
6663,-81.4182,24.5734,20,0,9/22/15,10:29,30.787,34.907,0.631,0.045,0,0.014,0.03,0.014,0.016,1.798
6664,-81.413,24.5364,21,0,9/22/15,10:46,30.489,34.54,0.396,0.059,0,0.006,0.006,0.006,0,0.306
6665,-81.3906,24.4836,21.5,0,9/22/15,12:04,30.669,34.677,0.241,0.033,0,0.005,0.009,0.009,0,0
6666,-81.7178,24.4775,WS,0,9/22/15,14:18,30.715,34.619,0.554,0.053,0.128,0.038,0.475,0.036,0.439,0.61
6667,-81.8284,24.3965,22.5,0,9/22/15,15:45,30.178,33.815,0.252,0.005,0,0.049,0.176,0.024,0.152,0
6668,-81.8282,24.4557,22,0,9/22/15,16:10,30.269,33.841,0.249,0,0,0.017,0.015,0.007,0.008,0
6669,-81.8283,24.4865,23,0,9/22/15,16:23,30.689,34.517,0.577,0,0,0.025,0.031,0.029,0.002,1.96
6670,-81.8285,24.5363,24,0,9/22/15,16:40,30.637,34.69,0.672,0.152,0.031,0.009,0.587,0.141,0.446,1.294
6718,-80.1261,25.6443,1,0,11/16/15,14:14,26.925,34.998,1.727,1.092,0.875,0.12,1.981,0.214,1.767,1.758
6719,-80.1051,25.6399,2,0,11/16/15,14:44,27.02,36.14,1.47,0.547,1.501,0.11,1.601,0.151,1.45,1.143
6720,-80.2243,25.3344,EK_IN,0,11/16/15,17:08,26.537,35.613,1.412,0.457,0.692,0.041,0.686,0.093,0.593,0.993
6721,-80.1925,25.3142,EK_MID,0,11/16/15,17:18,26.85,35.811,1.15,0.35,0.297,0.048,0.404,0.071,0.333,0
6722,-80.1645,25.2959,EK_OFF,0,11/16/15,17:35,27.4,36.869,0.509,0.164,0.322,0.04,0.265,0.028,0.237,0
6723,-80.3768,25.1052,4,0,11/16/15,19:43,26.602,35.191,0.921,0.39,0.867,0.027,0.443,0.106,0.337,1.434
6724,-80.3532,25.093,5,0,11/16/15,19:56,26.591,35.53,1.142,0.103,0.625,0.022,0.317,0.065,0.252,0.72
6725,-80.3341,25.0785,5.5,0,11/16/15,20:08,26.665,35.631,1.061,0.38,0.413,0.025,0.194,0.028,0.166,0.097
6726,-80.314,25.0645,6,0,11/16/15,20:19,27.343,35.827,0.508,0.137,0.324,0.03,0.284,0.034,0.25,0
6727,-80.2864,25.0484,6.5,0,11/16/15,20:36,27.348,35.715,0.522,0.104,0.29,0.025,0.202,0.026,0.176,0.075
6728,-80.3805,25.0064,MR,0,11/16/15,21:18,27.096,36.017,0.438,0.129,0.499,0.051,0.614,0.025,0.589,0
6729,-80.5304,24.8971,UK_OFF,0,11/16/15,23:23,27.648,35.762,0.463,0.159,0.409,0.035,0.229,0.007,0.222,0
6730,-80.546,24.9217,UK_MID,0,11/16/15,23:35,26.816,35.349,0.835,0.368,0.518,0.029,0.219,0.032,0.187,0
6731,-80.5691,24.9377,UK_IN,0,11/16/15,23:47,26.371,34.608,0.71,0.607,1.996,0.096,0.942,0.049,0.893,0.371
6732,-80.7541,24.8199,7,0,11/17/15,1:20,26.841,35.518,0.772,0.595,1.011,0.019,0.697,0.072,0.625,0.152
6733,-80.7404,24.7919,8,0,11/17/15,1:35,26.964,35.386,0.69,0.505,0.377,0.019,0.187,0.013,0.174,0
6734,-80.724,24.7624,9,0,11/17/15,1:51,27.512,35.438,8.744,1.302,0.609,0.038,0.065,0.009,0.056,0
6735,-80.861,24.7865,10,0,11/17/15,2:52,26.629,36.654,0.697,0.38,0.905,0.02,0.529,0.072,0.457,1.179
6736,-80.8471,24.7533,11,0,11/17/15,3:21,26.935,35.477,0.813,0.32,0.333,0.014,0.156,0.018,0.138,0.066
6737,-80.8327,24.712,12,0,11/17/15,3:45,27.42,36.494,0.367,0.102,0.38,0.021,0.012,0,0.012,0
6738,-80.9914,24.5911,15.5,0,11/17/15,5:10,27.569,35.724,0.545,0.099,0.437,0.026,0.185,0.03,0.155,0
6739,-81.0171,24.6433,15,0,11/17/15,5:35,27.595,35.737,0.393,0.099,0.549,0.029,0.269,0.005,0.264,0.045
6740,-81.0238,24.675,14,0,11/17/15,5:49,27.106,35.531,0.704,0.149,0.471,0.018,0.246,0.01,0.236,0.197
6741,-81.0302,24.7025,13,0,11/17/15,6:02,26.802,35.627,0.419,0.696,0.772,0.009,0.49,0.053,0.437,1.443
6742,-81.2045,24.6743,16,0,11/17/15,7:20,26.92,36.412,0.813,0.303,0.868,0.005,0.8,0.08,0.72,4.068
6743,-81.193,24.6344,17,0,11/17/15,7:45,27.259,35.608,0.746,0.178,0.506,0.011,0.314,0.026,0.288,0.937
6744,-81.1843,24.5978,18,0,11/17/15,8:06,27.327,36.62,0.353,0.105,0.341,0.036,0.111,0.012,0.099,0.043
6745,-81.4221,24.609,19,0,11/17/15,9:46,26.608,36.188,0.511,0.913,0.759,0.006,0.52,0.052,0.468,3.661
6746,-81.4185,24.5732,20,0,11/17/15,10:07,27.945,36.018,0.608,0.475,0.308,0.029,0.166,0.009,0.157,0.114
6747,-81.4142,24.5381,21,0,11/17/15,10:38,27.21,36.19,0.454,0.069,0.4,0.014,0.148,0,0.148,0.126
6748,-81.7118,24.4709,WS,0,11/17/15,13:04,27.353,36.389,0.513,0.08,0.579,0.018,0.584,0.018,0.566,0.66
6749,-81.8316,24.3957,22.5,0,11/17/15,14:33,27.453,35.881,0.348,0.196,0.614,0.021,0.21,0.026,0.184,0.354
6750,-81.8281,24.4569,22,0,11/17/15,14:59,27.527,35.761,0.332,0.465,0.566,0.001,0.517,0.036,0.481,1.773
6751,-81.8285,24.487,23,0,11/17/15,15:13,27.222,35.924,0.775,0.342,0.873,0.009,0.767,0.102,0.665,3.46
6752,-81.8286,24.535,24,0,11/17/15,15:35,26.921,36.43,1.079,0.49,0.465,0.025,1.421,0.123,1.298,0
6799,-80.6898,24.7181,9.5,0,11/20/15,7:46,27.372,37.181,0.188,0.032,0.425,0,0.296,0.042,0.254,0
6800,-80.0835,25.6471,3,0,11/20/15,15:02,27.057,35.83,0.478,0.351,0.41,0,1.006,0.027,0.979,0
6801,-80.1267,25.645,1,0,1/4/16,13:15,24.441,34.174,0.557,0.267,0.354,0,1.737,0.208,1.529,1.731
6802,-80.103,25.6405,2,0,1/4/16,13:31,25.755,36.113,0.665,0.197,0.214,0,0.086,0.012,0.074,0
6803,-80.0814,25.645,3,0,1/4/16,13:46,27.058,36.012,0.357,0.072,0.221,0,0.165,0.011,0.154,0.064
6804,-80.2251,25.3351,EK_IN,0,1/4/16,16:27,25.609,36.09,0.502,0.136,0.384,0,0.334,0.035,0.299,0
6805,-80.2016,25.3166,EK_MID,0,1/4/16,16:40,26.437,35.987,0.597,0.065,0.513,0,0.224,0.005,0.219,0
6806,-80.1612,25.2946,EK_OFF,0,1/4/16,16:58,27.139,36.005,0.262,0.087,0.192,0,0.039,0,0.039,0
6807,-80.3768,25.1052,4,0,1/4/16,19:13,25.602,35.891,0.62,0.132,0.592,0.022,0.155,0.021,0.134,0.45
6808,-80.3532,25.093,5,0,1/4/16,19:24,26.092,36.041,0.598,0.138,0.342,0,0.134,0.018,0.116,0
6809,-80.3341,25.0796,5.5,0,1/4/16,19:35,26.632,36.017,0.319,0.03,0.352,0,0.153,0.011,0.142,0
6810,-80.3127,25.0515,6,0,1/4/16,19:45,26.998,36.002,,,,,,,,
6811,-80.2873,25.0483,6.5,0,1/4/16,19:58,27.3,36.018,0.27,0.06,0.286,0.026,0.015,0,0.015,0
6812,-80.3823,25.0088,MR,0,1/4/16,20:39,26.388,36.044,0.23,0.021,0.491,0,0.165,0,0.165,0
6813,-80.5312,24.8964,UK_OFF,0,1/4/16,22:34,26.684,36,0.88,0.029,0.21,0,0.186,0.005,0.181,0
6814,-80.5466,24.9212,UK_MID,0,1/4/16,22:46,26.127,35.951,0.606,0.048,0.245,0,0.015,0,0.015,0
6815,-80.5695,24.9396,UK_IN,0,1/4/16,22:59,25.264,36.019,0.639,0.099,0.347,0,0.454,0.027,0.427,0
6816,-80.7529,24.8197,7,0,1/5/16,0:35,25.671,36.076,0.437,0.036,0.229,0,0.092,0.005,0.087,0
6817,-80.7413,24.7894,8,0,1/5/16,0:55,26.241,35.945,0.503,0.101,0.246,0,0.02,0,0.02,0
6818,-80.7227,24.7617,9,0,1/5/16,1:12,26.407,36.048,0.616,0.101,0.267,0,0.018,0,0.018,0
6819,-80.6901,24.715,9.5,0,1/5/16,1:53,26.547,36.067,0.236,0.048,0.225,0.029,0.057,0,0.057,0
6820,-80.8314,24.713,12,0,1/5/16,3:15,26.171,36.081,0.738,0.057,0.24,0.015,0.328,0.026,0.302,0
6821,-80.8464,24.7531,11,0,1/5/16,3:59,25.683,36.065,0.491,0.089,0.225,0,0.098,0.011,0.087,0.147
6822,-80.8604,24.7878,10,0,1/5/16,4:17,23.466,35.17,0.505,0.3,0.842,0.124,0.71,0.117,0.593,5.049
6823,-81.0297,24.7011,13,0,1/5/16,5:42,24.802,35.942,0.38,0.104,0.334,0.031,0.401,0.124,0.277,0.573
6824,-81.0232,24.6749,14,0,1/5/16,5:54,25.918,35.961,0.576,0.123,0.401,0.012,0.108,0.005,0.103,0.545
6825,-81.0326,24.6439,15,0,1/5/16,6:08,26.349,36.024,0.523,0.036,0.248,0.006,0.211,0.018,0.193,0.084
6826,-80.9912,24.5918,15.5,0,1/5/16,6:32,26.362,36.068,0.526,0.139,0.223,0.003,0.068,0,0.068,0
6827,-81.1668,24.5979,18,0,1/5/16,7:55,26.069,36.072,0.541,0.099,0.221,0.001,0.186,0.01,0.176,0.183
6828,-81.1938,24.6346,17,0,1/5/16,8:25,25.475,35.578,0.703,0.135,0.726,0.118,0.969,0.101,0.868,6.625
6829,-81.2034,24.6749,16,0,1/5/16,8:43,23.166,37.954,0.643,0.377,0.409,0.063,0.318,0.06,0.258,46.499
6830,-81.4215,24.6099,19,0,1/5/16,10:17,25.098,36.128,0.351,0.136,0.594,0.07,0.732,0.084,0.648,2.121
6831,-81.4181,24.5736,20,0,1/5/16,10:34,25.527,36.158,0.505,0.084,0.602,0.03,0.589,0.089,0.5,2.298
6832,-81.4131,24.5372,21,0,1/5/16,10:51,26.005,36.097,0.623,0.119,0.23,0.009,0.235,0.02,0.215,0.157
6833,-81.3919,24.4838,21.5,0,1/5/16,11:50,26.417,36.048,0.278,0.056,0.163,0,0.008,0,0.008,0
6834,-81.7138,24.476,WS,0,1/5/16,14:44,25.177,36.062,0.799,0.091,0.246,0.013,0.374,0.041,0.333,0.669
6835,-81.8282,24.3962,22.5,0,1/5/16,16:41,26.352,36.04,0.313,0.061,0.186,0.008,0.127,0.023,0.104,0
6836,-81.8282,24.4552,22,0,1/5/16,17:23,25.356,36.07,0.945,0.124,0.238,0.042,0.383,0.032,0.351,0.201
6837,-81.8282,24.4847,23,0,1/5/16,17:39,25.411,36.033,1.133,0.107,0.149,0.036,0.116,0.007,0.109,0.725
6838,-81.8283,24.5368,24,0,1/5/16,18:06,23.784,36.423,1.225,0.249,0.635,0.046,1.122,0.107,1.015,1.029
6885,-80.1271,25.6452,1,0,3/14/16,12:44,24.479,34.502,0.505,0.202,0.626,0.114,0.374,0.068,0.306,0.774
6886,-80.1044,25.6435,2,0,3/14/16,13:02,24.117,36.288,0.361,0.042,0.731,0.058,0.129,0.022,0.107,0
6887,-80.0826,25.6446,3,0,3/14/16,13:19,24.444,36.342,0.523,0.145,0.053,0.074,0.243,0.017,0.226,0
6888,-80.2236,25.335,EK_IN,0,3/14/16,16:16,24.616,35.391,0.331,0.049,0.494,0.042,0.372,0.039,0.333,2.092
6889,-80.1939,25.3098,EK_MID,0,3/14/16,16:32,24.585,36.422,0.376,0.078,0.185,0.056,0.142,0.011,0.131,0
6890,-80.1623,25.294,EK_OFF,0,3/14/16,16:48,24.273,36.426,0.387,0.049,0.336,0.058,0.149,0.03,0.119,0
6891,-80.3801,25.1076,4,0,3/14/16,19:06,25.088,35.921,0.325,0.006,0.284,0.038,0.122,0.035,0.087,0.052
6892,-80.354,25.093,5,0,3/14/16,19:18,24.82,36.443,0.305,0.03,0.217,0.035,0.09,0.006,0.084,0
6893,-80.3325,25.0782,5.5,0,3/14/16,19:31,24.766,36.423,0.354,0.056,0.286,0.042,0.114,0.003,0.111,0
6894,-80.3129,25.0643,6,0,3/14/16,19:41,24.38,36.417,0.503,0.039,0.273,0.043,0.129,0.011,0.118,0
6895,-80.2875,25.0484,6.5,0,3/14/16,19:56,24.71,36.426,0.174,0.033,0.249,0.04,0.057,0.009,0.048,0
6896,-80.3809,25.0086,MR,0,3/14/16,21:13,23.996,36.439,0.419,0.055,0.276,0.043,0.151,0.004,0.147,0
6897,-80.5315,24.8979,UK_OFF,0,3/15/16,0:06,24.558,36.421,0.377,0.074,0.215,0.046,0.086,0,0.086,0
6898,-80.5469,24.9216,UK_MID,0,3/15/16,0:18,24.72,36.383,0.35,0.055,0.696,0.053,0.039,0,0.039,0
6899,-80.5664,24.9349,UK_IN,0,3/15/16,0:27,24.727,36.136,0.549,0.056,0.274,0.034,0.092,0.014,0.078,0
6900,-80.7544,24.8182,7,0,3/15/16,2:03,25.714,36.735,0.323,0.089,0.726,0.094,0.547,0.081,0.466,1.142
6901,-80.7409,24.7924,8,0,3/15/16,2:36,24.827,36.463,0.327,0.056,0.264,0.032,0.014,0,0.014,0
6902,-80.7227,24.7634,9,0,3/15/16,2:46,24.74,36.431,0.326,0.041,0.25,0.027,0.126,0.002,0.124,0
6903,-80.6893,24.7154,9.5,0,3/15/16,3:26,26.321,36.291,0.106,0.007,0.31,0.031,0.094,0.012,0.082,0
6904,-80.8316,24.7134,12,0,3/15/16,4:52,25.123,36.383,0.229,0.033,0.315,0.041,0.06,0,0.06,0
6905,-80.849,24.7554,11,0,3/15/16,5:21,25.442,36.458,0.558,0.096,0.275,0.015,0.35,0.047,0.303,2.132
6906,-80.8601,24.7886,10,0,3/15/16,5:40,26.249,36.232,0.234,0.109,1.271,0.02,0.149,0.023,0.126,3.293
6907,-81.0303,24.7019,13,0,3/15/16,7:05,26.005,35.866,0.381,0.095,0.527,0.011,0.472,0.067,0.405,2.548
6908,-81.0237,24.6745,14,0,3/15/16,7:17,24.639,36.419,0.434,0.083,0.222,0.027,0.126,0.013,0.113,0
6909,-81.0167,24.6437,15,0,3/15/16,7:30,24.983,36.374,0.332,0.057,0.252,0.024,0.106,0.013,0.093,1.574
6910,-80.9925,24.5914,15.5,0,3/15/16,7:55,26.178,36.317,0.111,0.013,0.155,0.02,0.055,0.027,0.028,0
6911,-81.1849,24.5981,18,0,3/15/16,9:24,25.288,36.326,0.444,0.141,0.281,0.027,0.065,0,0.065,0
6912,-81.1939,24.6351,17,0,3/15/16,9:47,25.083,35.595,0.467,0.087,0.341,0.01,0.288,0.033,0.255,5.089
6913,-81.2042,24.6743,16,0,3/15/16,10:06,24.885,36.085,0.348,0.077,0.377,0.013,0.26,0.032,0.228,6.943
6914,-81.4216,24.609,19,0,3/15/16,11:52,26.654,36.541,0.234,0.087,0.482,0.039,0.044,0.003,0.041,17.501
6915,-81.4177,24.5669,20,0,3/15/16,12:10,25.009,35.926,0.411,0.02,0.289,0.013,0.089,0.018,0.071,2.394
6916,-81.4134,24.5384,21,0,3/15/16,12:24,25.238,36.299,0.351,0.072,0.304,0.015,0.028,0.028,0,0
6917,-81.3915,24.4831,21.5,0,3/15/16,13:43,26.311,36.25,0.156,0.027,0.354,0.01,0.023,0,0.023,0
